Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Event_Link
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Yazmin Jauregui vs. Iasmin Lucindo,Yazmin Jauregui,Iasmin Lucindo,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 27 - 30. Derek Cleary 28 - 29. Sal D'amato 28 - 29.,A,Yazmin Jauregui,http://www.ufcstats.com/event-details/a23e63184c65f5b8
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Nate Landwehr vs. David Onama,Nate Landwehr,David Onama,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 28. Junichiro Kamijo 27 - 29. Derek Cleary 27 - 29.,A,Nate Landwehr,http://www.ufcstats.com/event-details/a23e63184c65f5b8
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Angela Hill vs. Loopy Godinez,Angela Hill,Loopy Godinez,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29. Chris Crail 28 - 29.,A,Angela Hill,http://www.ufcstats.com/event-details/a23e63184c65f5b8
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Augusto Sakai vs. Serghei Spivac,Augusto Sakai,Serghei Spivac,Heavyweight Bout,KO/TKO,2,3:42,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control,B,Serghei Spivac,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Brogan Walker vs. Juliana Miller,Brogan Walker,Juliana Miller,Women's Flyweight Bout,KO/TKO,3,3:57,3 Rnd + OT (5-5-5-5),Keith Peterson,Elbows to Head From Mount,B,Juliana Miller,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Mayra Bueno Silva vs. Stephanie Egger,Mayra Bueno Silva,Stephanie Egger,Women's Bantamweight Bout,Submission,1,1:17,3 Rnd (5-5-5),Chris Tognoni,Armbar From Guard,A,Mayra Bueno Silva,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Cory McKenna vs. Miranda Granger,Cory McKenna,Miranda Granger,Women's Strawweight Bout,Submission,2,1:03,3 Rnd (5-5-5),Keith Peterson,Von Flue Choke From Side Control,A,Cory McKenna,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Bryan Battle vs. Takashi Sato,Bryan Battle,Takashi Sato,Welterweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance,A,Bryan Battle,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Sam Alvey vs. Michal Oleksiejczuk,Sam Alvey,Michal Oleksiejczuk,Middleweight Bout,KO/TKO,1,1:56,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,B,Michal Oleksiejczuk,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Mohammed Usman vs. Zac Pauga,Mohammed Usman,Zac Pauga,Heavyweight Bout,KO/TKO,2,0:36,3 Rnd + OT (5-5-5-5),Mark Smith,Punch to Head At Distance,A,Mohammed Usman,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Vicente Luque vs. Geoff Neal,Vicente Luque,Geoff Neal,Welterweight Bout,KO/TKO,3,2:01,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance,B,Geoff Neal,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Thiago Santos vs. Jamahal Hill,Thiago Santos,Jamahal Hill,Light Heavyweight Bout,KO/TKO,4,2:31,5 Rnd (5-5-5-5-5),Herb Dean,Elbows to Head On Ground,B,Jamahal Hill,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Terrance McKinney vs. Erick Gonzalez,Terrance McKinney,Erick Gonzalez,Lightweight Bout,Submission,1,2:17,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,A,Terrance McKinney,http://www.ufcstats.com/event-details/8f6a18831a120817
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Alex Morono vs. Matthew Semelsberger,Alex Morono,Matthew Semelsberger,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Kent Basinger 27 - 30. Seth Fuller 28 - 29. Steve Armstrong 28 - 29.,A,Alex Morono,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Orion Cosce vs. Blood Diamond,Orion Cosce,Blood Diamond,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Dan Mathisen 28 - 29. Seth Fuller 28 - 29. Kent Basinger 28 - 29.,A,Orion Cosce,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Joselyne Edwards vs. Ji Yeon Kim,Joselyne Edwards,Ji Yeon Kim,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Seth Fuller 27 - 30. Steve Armstrong 29 - 28. Kent Basinger 28 - 29.,A,Joselyne Edwards,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Michael Morales vs. Adam Fugitt,Michael Morales,Adam Fugitt,Welterweight Bout,KO/TKO,3,1:09,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,A,Michael Morales,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Drakkar Klose vs. Rafa Garcia,Drakkar Klose,Rafa Garcia,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Kent Basinger 28 - 29. Steve Armstrong 28 - 29. Aaron Menard 28 - 29.,A,Drakkar Klose,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Drew Dober vs. Rafael Alves,Drew Dober,Rafael Alves,Lightweight Bout,KO/TKO,3,1:30,3 Rnd (5-5-5),Mike Beltran,Punch to Body At Distance,A,Drew Dober,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Alexandre Pantoja vs. Alex Perez,Alexandre Pantoja,Alex Perez,Flyweight Bout,Submission,1,1:31,3 Rnd (5-5-5),Kerry Hatley,Neck Crank Standing Back Control,A,Alexandre Pantoja,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Magomed Ankalaev vs. Anthony Smith,Magomed Ankalaev,Anthony Smith,Light Heavyweight Bout,KO/TKO,2,3:09,3 Rnd (5-5-5),Jacob Montalvo,Punches to Head On Ground,A,Magomed Ankalaev,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Brandon Moreno vs. Kai Kara-France,Brandon Moreno,Kai Kara-France,UFC Interim Flyweight Title Bout,KO/TKO,3,4:34,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Body At Distance,A,Brandon Moreno,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Julianna Pena vs. Amanda Nunes,Julianna Pena,Amanda Nunes,UFC Women's Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,Jacob Montalvo 45 - 50. Doug Crosby 43 - 50. Sal D'amato 44 - 50.,B,Amanda Nunes,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Nicolae Negumereanu vs. Ihor Potieria,Nicolae Negumereanu,Ihor Potieria,Light Heavyweight Bout,KO/TKO,2,3:33,3 Rnd (5-5-5),Kerry Hatley,Knees to Head In Clinch,A,Nicolae Negumereanu,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Derrick Lewis vs. Sergei Pavlovich,Derrick Lewis,Sergei Pavlovich,Heavyweight Bout,KO/TKO,1,0:55,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,B,Sergei Pavlovich,http://www.ufcstats.com/event-details/b0a6124751a56bc4
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Makwan Amirkhani vs. Jonathan Pearce,Makwan Amirkhani,Jonathan Pearce,Featherweight Bout,KO/TKO,2,4:10,3 Rnd (5-5-5),Daniel Movahedi,Punches to Head On Ground,B,Jonathan Pearce,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Mason Jones vs. Ludovit Klein,Mason Jones,Ludovit Klein,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,B,Ludovit Klein,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Claudio Silva vs. Nicolas Dalby,Claudio Silva,Nicolas Dalby,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 28 - 29. David Lethaby 28 - 29. Anders Ohlsson 27 - 29.,B,Nicolas Dalby,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Mandy Bohm vs. Victoria Leonardo,Mandy Bohm,Victoria Leonardo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Vito Paolillo 27 - 30. Clemens Werner 27 - 30. Cezary Wojciechowski 27 - 30.,B,Victoria Leonardo,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Jai Herbert vs. Kyle Nelson,Jai Herbert,Kyle Nelson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 28 - 29. Anders Ohlsson 28 - 29. Darryl Ransom 28 - 29.,A,Jai Herbert,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Nathaniel Wood vs. Charles Rosa,Nathaniel Wood,Charles Rosa,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,David Lethaby 26 - 30. Darryl Ransom 26 - 30. Clemens Werner 27 - 30.,A,Nathaniel Wood,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Paul Craig vs. Volkan Oezdemir,Paul Craig,Volkan Oezdemir,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,David Lethaby 27 - 30. Vito Paolillo 27 - 30. Cezary Wojciechowski 27 - 30.,B,Volkan Oezdemir,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Nikita Krylov vs. Alexander Gustafsson,Nikita Krylov,Alexander Gustafsson,Light Heavyweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch,A,Nikita Krylov,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Molly McCann vs. Hannah Goldy,Molly McCann,Hannah Goldy,Women's Flyweight Bout,KO/TKO,1,3:52,3 Rnd (5-5-5),Herb Dean,Spinning Back Elbow to Head At Distance,A,Molly McCann,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Paddy Pimblett vs. Jordan Leavitt,Paddy Pimblett,Jordan Leavitt,Lightweight Bout,Submission,2,2:46,3 Rnd (5-5-5),Daniel Movahedi,Rear Naked Choke,A,Paddy Pimblett,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Jack Hermansson vs. Chris Curtis,Jack Hermansson,Chris Curtis,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Darryl Ransom 28 - 29. Cezary Wojciechowski 28 - 29. Clemens Werner 27 - 30.,A,Jack Hermansson,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Curtis Blaydes vs. Tom Aspinall,Curtis Blaydes,Tom Aspinall,Heavyweight Bout,KO/TKO,1,0:15,5 Rnd (5-5-5-5-5),Herb Dean,to Knee Injury,A,Curtis Blaydes,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Marc Diakiese vs. Damir Hadzovic,Marc Diakiese,Damir Hadzovic,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Vito Paolillo 26 - 30. Cezary Wojciechowski 26 - 30. Anders Ohlsson 27 - 30.,A,Marc Diakiese,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Muhammad Mokaev vs. Charles Johnson,Muhammad Mokaev,Charles Johnson,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,David Lethaby 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,A,Muhammad Mokaev,http://www.ufcstats.com/event-details/319c15b8aac5bfde
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Jessica Penne vs. Emily Ducote,Jessica Penne,Emily Ducote,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Doug Crosby 28 - 29. Eric Colon 28 - 29. Dave Tirelli 27 - 30.,B,Emily Ducote,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Li Jingliang vs. Muslim Salikhov,Li Jingliang,Muslim Salikhov,Welterweight Bout,KO/TKO,2,4:38,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,A,Li Jingliang,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Brian Ortega vs. Yair Rodriguez,Brian Ortega,Yair Rodriguez,Featherweight Bout,KO/TKO,1,4:11,5 Rnd (5-5-5-5-5),Keith Peterson,to Shoulder injury,B,Yair Rodriguez,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Michelle Waterson-Gomez vs. Amanda Lemos,Michelle Waterson-Gomez,Amanda Lemos,Women's Strawweight Bout,Submission,2,1:48,3 Rnd (5-5-5),Kevin MacDonald,Guillotine Choke After Drop to Guard,B,Amanda Lemos,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Matt Schnell vs. Sumudaerji,Matt Schnell,Sumudaerji,Flyweight Bout,Submission,2,4:24,3 Rnd (5-5-5),Jacob Montalvo,Triangle Choke From Guard,A,Matt Schnell,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Shane Burgos vs. Charles Jourdain,Shane Burgos,Charles Jourdain,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 28 - 29. Chris Lee 28 - 29. Mike Bell 28 - 28.,A,Shane Burgos,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Ricky Simon vs. Jack Shore,Ricky Simon,Jack Shore,Bantamweight Bout,Submission,2,3:28,3 Rnd (5-5-5),Jacob Montalvo,Arm Triangle From Mount,A,Ricky Simon,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Punahele Soriano vs. Dalcha Lungiambula,Punahele Soriano,Dalcha Lungiambula,Middleweight Bout,KO/TKO,2,0:28,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,A,Punahele Soriano,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Bill Algeo vs. Herbert Burns,Bill Algeo,Herbert Burns,Featherweight Bout,KO/TKO,2,1:50,3 Rnd (5-5-5),Keith Peterson,to Knee Injury to Burns,A,Bill Algeo,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Dustin Jacoby vs. Da Woon Jung,Dustin Jacoby,Da Woon Jung,Light Heavyweight Bout,KO/TKO,1,3:13,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head At Distance,A,Dustin Jacoby,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Dwight Grant vs. Dustin Stoltzfus,Dwight Grant,Dustin Stoltzfus,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Bell 28 - 29. Derek Cleary 28 - 29. Chris Lee 28 - 29.,B,Dustin Stoltzfus,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Lauren Murphy vs. Miesha Tate,Lauren Murphy,Miesha Tate,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Doug Crosby 27 - 30. Dave Tirelli 27 - 30. Derek Cleary 28 - 29.,A,Lauren Murphy,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Douglas Silva de Andrade vs. Said Nurmagomedov,Douglas Silva de Andrade,Said Nurmagomedov,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Derek Cleary 28 - 29. Adalaide Byrd 28 - 29.,B,Said Nurmagomedov,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",David Onama vs. Garrett Armfield,David Onama,Garrett Armfield,Featherweight Bout,Submission,2,3:13,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Half Guard,A,David Onama,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Cody Brundage vs. Tresean Gore,Cody Brundage,Tresean Gore,Middleweight Bout,KO/TKO,1,3:50,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,A,Cody Brundage,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Antonina Shevchenko vs. Cortney Casey,Antonina Shevchenko,Cortney Casey,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 28 - 29. Junichiro Kamijo 29 - 28. Adalaide Byrd 28 - 29.,A,Antonina Shevchenko,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Aiemann Zahabi vs. Ricky Turcios,Aiemann Zahabi,Ricky Turcios,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 28 - 29. Doug Crosby 28 - 29. Sal D'amato 28 - 29.,A,Aiemann Zahabi,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Kennedy Nzechukwu vs. Karl Roberson,Kennedy Nzechukwu,Karl Roberson,Light Heavyweight Bout,KO/TKO,3,2:19,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Back Control,A,Kennedy Nzechukwu,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Jared Vanderaa vs. Chase Sherman,Jared Vanderaa,Chase Sherman,Heavyweight Bout,KO/TKO,3,3:10,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,B,Chase Sherman,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Ronnie Lawrence vs. Saidyokub Kakhramonov,Ronnie Lawrence,Saidyokub Kakhramonov,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 26 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.,B,Saidyokub Kakhramonov,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Caio Borralho vs. Armen Petrosyan,Caio Borralho,Armen Petrosyan,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Doug Crosby 27 - 30. Sal D'amato 27 - 30. Mike Bell 28 - 29.,A,Caio Borralho,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Rafael Dos Anjos vs. Rafael Fiziev,Rafael Dos Anjos,Rafael Fiziev,Lightweight Bout,KO/TKO,5,0:18,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance,B,Rafael Fiziev,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Michael Johnson vs. Jamie Mullarkey,Michael Johnson,Jamie Mullarkey,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29. Mike Bell 29 - 28. Anthony Maness 28 - 29.,B,Jamie Mullarkey,http://www.ufcstats.com/event-details/31da66df48c0c1a0
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Brad Tavares vs. Dricus Du Plessis,Brad Tavares,Dricus Du Plessis,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Ron McCarthy 28 - 29. Tony Weeks 28 - 29.,B,Dricus Du Plessis,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Jim Miller vs. Donald Cerrone,Jim Miller,Donald Cerrone,Welterweight Bout,Submission,2,1:32,3 Rnd (5-5-5),Mark Smith,Guillotine Choke After Drop to Guard,A,Jim Miller,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Israel Adesanya vs. Jared Cannonier,Israel Adesanya,Jared Cannonier,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Junichiro Kamijo 46 - 49. Sal D'amato 45 - 50.,A,Israel Adesanya,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Alexander Volkanovski vs. Max Holloway,Alexander Volkanovski,Max Holloway,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 45 - 50. Sal D'amato 45 - 50. Ron McCarthy 45 - 50.,A,Alexander Volkanovski,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Sean Strickland vs. Alex Pereira,Sean Strickland,Alex Pereira,Middleweight Bout,KO/TKO,1,2:36,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,B,Alex Pereira,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Robbie Lawler vs. Bryan Barberena,Robbie Lawler,Bryan Barberena,Welterweight Bout,KO/TKO,2,4:47,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,B,Bryan Barberena,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Ian Garry vs. Gabe Green,Ian Garry,Gabe Green,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30. Adalaide Byrd 27 - 30. Junichiro Kamijo 27 - 30.,A,Ian Garry,http://www.ufcstats.com/event-details/4a9e305633f3ef47
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Uriah Hall vs. Andre Muniz,Uriah Hall,Andre Muniz,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30. Anthony Maness 27 - 30. Junichiro Kamijo 27 - 30.,B,Andre Muniz,http://www.ufcstats.com/event-details/4a9e305633f3ef47
